GSTIN,Invoice No,Inv Date,Product,Unit,HSN Code,Company,Batch No,Exp. Date,MRP,Qty,Purc Rate,Sale Rate,Vat %,GST Category
27AADCN5894P1ZJ,IDB2132053,26/04/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G178,01/07/4022,434.10,9,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2132053,26/04/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G212,01/08/4022,434.10,3,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00767712,26/04/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,31/08/2022,434.10,6,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00768884,28/04/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,12,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00767789,28/04/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,31/08/2022,434.10,10,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00768428,28/04/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,6,171.36,252.75,18.00,18% GST
27AADCN5894P1ZJ,IDB2134968,28/04/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G212,01/08/4022,434.10,2,294.31,434.10,18.00,18% GST
27AAGFA4541G1ZO,00193048,29/04/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,31/08/2022,434.10,12,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00770808,01/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,31/08/2022,434.10,10,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00771607,04/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,6,171.36,252.75,18.00,18% GST
27AAGFA4541G1ZO,00193917,04/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,28/08/2022,252.75,9,171.36,252.75,18.00,18% GST
27AAACE7630H1ZQ,EPL/13680,05/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G211,31/08/2022,434.10,2,294.31,434.10,18.00,18% GST
27AAGFA4541G1ZO,00194196,05/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,9,171.36,252.75,18.00,18% GST
27AAGFA4541G1ZO,00194196,05/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,31/08/2022,434.10,8,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00773005,07/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,2,171.36,252.75,18.00,18% GST
27AAACE7630H1ZQ,EPL/14347,07/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G211,31/08/2022,434.10,3,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2144412,07/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,01/08/4022,434.10,10,294.31,434.10,18.00,18% GST
27AAGFA4541G1ZO,00194391,08/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,7,171.36,252.75,18.00,18% GST
27AADCN5894P1ZJ,IDB2144757,08/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,01/08/4022,434.10,4,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2145654,08/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,01/08/4022,434.10,4,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2145923,08/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,01/08/4022,434.10,8,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2145923,08/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G046,01/01/4022,252.75,3,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00774768,08/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,9,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00774768,08/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G224,30/09/2022,434.10,10,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00774855,11/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,12,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00774855,11/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G224,30/09/2022,434.10,10,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00776106,12/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G224,30/09/2022,434.10,12,294.31,434.10,18.00,18% GST
27AAGFA4541G1ZO,00195330,12/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,31/08/2022,434.10,10,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2152881,15/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G046,01/01/4022,252.75,8,171.36,252.75,18.00,18% GST
27AAGFA4541G1ZO,00195495,15/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,28/08/2022,434.10,6,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2154816,15/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G224,01/09/4022,434.10,20,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2154816,15/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G046,01/01/4022,252.75,4,171.36,252.75,18.00,18% GST
27AADCN5894P1ZJ,IDB2154816,15/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,01/08/4022,252.75,2,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00778916,18/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G045,31/01/2022,252.75,3,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00778916,18/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G224,30/09/2022,434.10,3,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00779373,18/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G045,31/01/2022,252.75,3,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00779373,18/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G224,30/09/2022,434.10,2,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00779373,18/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,30/09/2022,434.10,2,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00779931,21/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G045,31/01/2022,252.75,6,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00779931,21/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,30/09/2022,434.10,10,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00780482,21/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G045,31/01/2022,252.75,12,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00780482,21/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,30/09/2022,434.10,16,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00781096,21/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G045,31/01/2022,252.75,15,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00781096,21/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,30/09/2022,434.10,6,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00780600,21/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,30/09/2022,434.10,6,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2162326,25/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,01/08/2022,252.75,6,171.36,252.75,18.00,18% GST
27AADCN5894P1ZJ,IDB2162326,25/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G045,01/01/2022,252.75,4,171.36,252.75,18.00,18% GST
27AAGFA4541G1ZO,00196828,25/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,31/08/2022,434.10,6,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2165260,27/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,01/09/4022,434.10,4,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2165631,27/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,01/09/4022,434.10,4,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2165631,27/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G045,01/01/4022,252.75,2,171.36,252.75,18.00,18% GST
27AAACE7630H1ZQ,EPL/20153,27/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,31/08/2022,434.10,1,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00783429,27/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,30/09/2022,434.10,6,294.31,434.10,18.00,18% GST
27AAGFA4541G1ZO,00197404,27/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G221,31/08/2022,434.10,6,294.31,434.10,18.00,18% GST
27AADCN5894P1ZJ,IDB2169089,31/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G045,01/01/4022,252.75,6,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00784955,31/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,3,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00784955,31/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,30/09/2022,434.10,6,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00785151,31/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,8,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00785151,31/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,30/09/2022,434.10,12,294.31,434.10,18.00,18% GST
27AAFFM7699Q1Z3,00785740,31/05/2021,AHAGLOW FACE WASH,50 GM,2106,TORRE,UFT9G205,31/08/2022,252.75,6,171.36,252.75,18.00,18% GST
27AAFFM7699Q1Z3,00785740,31/05/2021,AHAGLOW FACE WASH,100 ML,2106,TORRE,UFT9G225,30/09/2022,434.10,4,294.31,434.10,18.00,18% GST
,00625572,24/08/2020,AKT 2,10 TAB,3004,LUPIN,A19252SU,28/11/2021,85.75,1,65.86,85.75,0.00,12% GST
,00625572,24/08/2020,AKT 3,2 TAB,3004,LUPIN,A000720,28/12/2021,13.85,1,10.63,13.85,0.00,12% GST
,00625572,24/08/2020,AKT 4,KIT,3004,LUPIN,A002068.,28/03/2022,20.55,1,15.79,20.55,0.00,12% GST
,RDD/17405,25/11/2020,AKT 4,KIT,3004,LUPIN,A004547,30/09/2022,22.55,1,16.88,22.55,0.00,12% GST
,00697718,31/12/2020,AKT 4,KIT,3004,LUPIN,A005261,28/10/2022,22.55,2,17.51,22.55,0.00,12% GST
,00705950,15/01/2021,AKT 4,KIT,3004,LUPIN,A005261,28/10/2022,22.55,2,17.51,22.55,0.00,12% GST
,00625559,24/08/2020,ALASPAN AM,10 TAB,3004,BAY,E19407,28/11/2022,75.00,1,57.61,75.00,0.00,12% GST
,00625559,24/08/2020,ALASPAN SYRUP,60 ML,3004,BAY,E19207,28/06/2022,75.00,1,57.61,75.00,0.00,12% GST
27AAFFM7699Q1Z3,00785151,31/05/2021,ALCAREX DROPS,5 ML,3004,AJA,AD0050C,28/02/2022,221.00,1,157.86,221.00,12.00,12% GST
27AADCN5894P1ZJ,IDB2143482,07/05/2021,ALDACTONE 25,15 TAB,3004,RPG,02A21005,01/01/4024,31.80,3,22.71,31.80,12.00,12% GST
27AAFFM7699Q1Z3,00785151,31/05/2021,ALDACTONE 25,15 TAB,3004,RPG,02A21007,31/01/2024,31.80,3,22.71,31.80,12.00,12% GST
27AAFFM7699Q1Z3,00754900,07/04/2021,ALDACTONE 50,15 TAB,3004,RPG,37A20018,28/11/2023,63.45,2,45.32,63.45,12.00,12% GST
27AAACE7630H1ZQ,EPL/6289,15/04/2021,ALDACTONE 50,15 TAB,3004,RPG,37A20018,30/11/2023,63.45,2,45.32,63.45,12.00,12% GST
27AADCN5894P1ZJ,IDB2137442,01/05/2021,ALDACTONE 50,15 TAB,3004,RPG,37A20021,01/11/4023,63.45,3,45.32,63.45,12.00,12% GST
27AAFFM7699Q1Z3,00783468,27/05/2021,ALDACTONE 50,15 TAB,3004,RPG,37A20021,30/11/2023,63.45,3,45.32,63.45,12.00,12% GST
,EPL/35819,18/11/2020,ALEX JUNIOR SYRUP,60 ML,3004,GLE,05192249,30/11/2021,87.00,5,62.09,87.00,0.00,12% GST
,00648771,03/10/2020,ALEX L SYP 100ML,100ML,3004,GLE,PGGL2001,30/06/2021,108.00,2,82.92,108.00,0.00,12% GST
,EPL/63236,12/02/2021,ALEX LOZENGES SF,10 TAB,3004,GLE,73200016,30/04/2022,97.50,5,68.83,97.50,0.00,12% GST
,EPL/63218,12/02/2021,ALEX LOZENGES SF,10 TAB,3004,GLE,73200016,30/04/2022,97.50,5,68.80,97.50,0.00,12% GST
,S/17900,09/11/2020,ALEX SYRUP,100 ML,3004,GLE,11200853,30/04/2022,108.00,1,70.58,108.00,0.00,12% GST
,S/26962,15/02/2021,ALEX SYRUP SUGAR FREE,100 ML,3004,GLE,11201128,30/06/2022,108.00,6,70.56,108.00,0.00,12% GST
,R002775,11/11/2020,ALKOF AP+ SYP,100ml,3004,ALK,AAS19033ED,28/11/2021,84.00,1,30.58,84.00,0.00,12% GST
,R002647,04/11/2020,ALKOF DX SYRUP,100 ML,3004,ALK,20281267,28/05/2022,91.00,3,24.96,91.00,0.00,12% GST
,S/55392,05/11/2020,ALKOF JUNIOR SYRUP,60 ML,3004,ALK,20230103,28/02/2022,51.00,2,19.60,51.00,0.00,12% GST
,R002775,11/11/2020,ALKOF LS SYRUP,100ml,3004,ALK,ALS20003ED,28/12/2021,100.00,2,28.26,100.00,0.00,12% GST
,R002647,04/11/2020,ALKOF ORANGE SYRUP,100 ML,3004,ALK,20280766,28/04/2022,78.00,3,23.00,78.00,0.00,12% GST
,S/55392,05/11/2020,ALKOF ORANGE SYRUP,100 ML,3004,ALK,20281022,31/05/2022,78.00,2,23.14,78.00,0.00,12% GST
,,/  /,ALL 9 BOH,10 TAB,2106,AKUME,PABL45,31/10/2021,196.00,1,156.80,196.00,0.00,18% GST
,00178345,03/02/2021,ALL 9 BOH,10 TAB,2106,AKUME,ALH2009,28/10/2022,196.00,2,153.70,196.00,0.00,18% GST
,00154418,21/08/2020,ALL 9 D,10 TAB,3004,AKUME,PABCB63,28/03/2022,202.00,1,158.35,202.00,0.00,12% GST
,IDB20239709,09/12/2020,ALL 9 D,10 TAB,3004,AKUME,PABCB65,01/05/4022,202.00,2,132.09,202.00,0.00,12% GST
,00173083,31/12/2020,ALL 9 D,10 TAB,3004,AKUME,PABCB66,28/07/2022,202.00,2,158.42,202.00,0.00,12% GST
,00154418,21/08/2020,ALL-9 TAB.,1X10,3004,AKUME,PABAL45,28/10/2021,130.90,1,102.62,130.90,0.00,12% GST
,GTEHHY/210147778,10/03/2021,ALLEGRA 120,10 TAB,3004,AVE,0NG020,01/10/2022,180.86,2,127.86,180.86,0.00,12% GST
,00625578,24/08/2020,ALLEGRA 180,10 TAB,3004,AVE,ONA0021,28/01/2022,197.73,1,151.84,197.73,0.00,12% GST
,GTEHHY/210147778,10/03/2021,ALLEGRA 180,10 TAB,3004,AVE,0NG009,01/09/2022,207.62,1,146.78,207.62,0.00,12% GST
27AAFFM7699Q1Z3,00776106,12/05/2021,ALLEGRA 180,10 TAB,3004,AVE,0NG013,28/11/2022,207.62,2,148.30,207.62,12.00,12% GST
,S/64575,23/11/2020,ALLEGRA M,10 TAB,3004,AVE,0NA0026,30/06/2022,207.70,1,161.17,207.70,0.00,12% GST
,S/70572,03/12/2020,ALLEGRA M,10 TAB,3004,AVE,0NA0026,30/06/2022,207.70,2,161.18,207.70,0.00,12% GST
,00696430,30/12/2020,ALLEGRA M,10 TAB,3004,AVE,ONA0031,28/07/2022,207.70,2,161.14,207.70,0.00,12% GST
,00700307,06/01/2021,ALLEGRA M,10 TAB,3004,AVE,ONA0031,28/07/2022,207.70,3,161.17,207.70,0.00,12% GST
,S/136269,31/03/2021,ALLEGRA M,10 TAB,3004,AVE,0NA0041,30/09/2022,207.70,1,161.20,207.70,0.00,12% GST
27AAHCG7843H1ZA,GTEHHY/220004359,06/04/2021,ALLEGRA M,10 TAB,3004,AVE,0NA0041,01/09/2022,207.70,2,139.46,207.70,12.00,12% GST
27AADCN5894P1ZJ,IDB2115251,12/04/2021,ALLEGRA M,10 TAB,3004,AVE,0NG010,01/08/4022,207.70,3,148.36,207.70,12.00,12% GST
,00625578,24/08/2020,ALLEGRA SYRUP,100 ML,3004,AVE,2120045,28/03/2022,156.04,1,119.84,156.04,0.00,12% GST
,S/136269,31/03/2021,ALLERFEX 120,10 TAB,3004,UNI,0NG021,31/10/2022,180.86,1,140.36,180.86,0.00,12% GST
,00984189,11/11/2020,ALLSUTH LOTION,100 ML,3004,IPC,E-7520,28/04/2022,185.25,2,145.30,185.25,0.00,12% GST
,RDD/12172,20/10/2020,ALOE VERA LIQUID,100 ML,3004,JAI,022,30/06/2023,275.00,1,187.19,275.00,0.00,12% GST
27AADCN5894P1ZJ,IDB2133740,28/04/2021,ALOEDERM CREAM,50 GM,2106,FEM,BR0039,01/12/4022,150.00,2,101.70,150.00,18.00,18% GST
,R003113,02/12/2020,ALOEKIN LOTION,50 GM,3004,CAM,AS-2003,28/07/2023,80.00,2,47.05,80.00,0.00,12% GST
,S/35718,17/09/2020,ALOES COMPOUND,100 TAB,3004,ALA,139-19-20,31/10/2024,126.00,1,97.84,126.00,0.00,12% GST
,A/17671,27/11/2020,ALOVERA GEL CUCUMBA,100 ML,3004,GREEN,RH012,/  /,130.00,3,70.29,130.00,0.00,12% GST
,R/20284,25/12/2020,ALOVERA GEL CUCUMBA,100 ML,3004,GREEN,1733,/  /,480.00,1,359.95,480.00,0.00,12% GST
27AADCN5894P1ZJ,IDB2159142,21/05/2021,ALPRAX 0.5,15 TAB,3004,TORRE,2E10G027,01/10/4023,55.60,1,39.71,55.60,12.00,12% GST
,S/112398,18/02/2021,ALRISTA PLUS,10 TAB,3004,MACLE,PHUAN24,31/08/2022,207.90,2,161.39,207.90,0.00,12% GST
,00660588,26/10/2020,ALTHROCIN 500,10 TAB,3004,ALEMB,2008000902,28/05/2022,84.00,1,64.51,84.00,0.00,12% GST
,00650304,06/10/2020,ALTHROCIN KID 125,10 TAB,3004,ALEMB,2008000106,28/07/2022,36.60,1,28.11,36.60,0.00,12% GST
,R/9461,19/08/2020,ALTONURON,50 TAB,3004,SANJE,8,/  /,195.00,1,149.76,195.00,0.00,12% GST
27AAFFM7699Q1Z3,00764272,21/04/2021,ALTRADAY,10 CAP,3004,RAN,SIC0308A,30/06/2022,112.00,1,80.00,112.00,12.00,12% GST
,00696066,28/12/2020,AMARYL 1,30 TAB,3004,AVE,ONG020,28/07/2023,120.16,1,93.29,120.16,0.00,12% GST
27AAFFM7699Q1Z3,00781880,25/05/2021,AMARYL M 1,15 TAB,3004,AVE,1NG003,28/12/2022,210.27,2,150.19,210.27,12.00,12% GST
,S/132992,25/03/2021,AMARYL M 2,15 TAB,3004,AVE,ONG014,31/10/2022,330.32,1,256.31,330.32,0.00,12% GST
,RDD/21703,25/12/2020,AMARYL M FORTE 2,10 TAB,3004,AVE,0720026,31/05/2022,251.19,1,191.84,251.19,0.00,12% GST
,RDD/21703,25/12/2020,AMARYL M FORTE 2,10 TAB,3004,AVE,0720031,31/05/2022,251.19,1,191.84,251.19,0.00,12% GST
,00709290,21/01/2021,AMARYL M FORTE 2,10 TAB,3004,AVE,0720031,28/05/2022,251.19,2,194.93,251.19,0.00,12% GST
,00727155,22/02/2021,AMARYL M FORTE 2,10 TAB,3004,AVE,0720036,28/05/2022,251.19,2,192.90,251.19,0.00,12% GST
,00685754,09/12/2020,AMARYL MV 2,15 TAB,3004,AVE,AMC20027,28/12/2021,176.40,1,136.86,176.40,0.00,12% GST
,EPL/76839,26/03/2021,AMBRODIL PLUS SYRUP,100 ML,3004,ARIST,DPA210077,30/06/2022,75.00,3,48.99,75.00,0.00,12% GST
,00625557,24/08/2020,AMBRODIL S PLUS SYRUP,100 ML,3004,ARIST,M201M799,28/05/2022,25.25,1,19.39,25.25,0.00,12% GST
,S/87416,06/01/2021,AMBRODIL S PLUS SYRUP,100 ML,3004,ARIST,MPF02085,30/11/2022,25.25,5,17.63,25.25,0.00,12% GST
,00625557,24/08/2020,AMBRODIL SYRUP,100 ML,3004,ARIST,MPA200228,28/06/2022,58.00,1,44.55,58.00,0.00,12% GST
,00154480,21/08/2020,AMBROLITE D SYRUP,100 ML,3004,TAB,DJOS4,28/08/2021,90.50,1,70.96,90.50,0.00,12% GST
,00154480,21/08/2020,AMBROLITE S EXPECTORENT,100 ML,3004,TAB,KJOT5,28/07/2021,89.50,1,70.18,89.50,0.00,12% GST
,00154421,21/08/2020,AMCARD 5,7 TAB,3004,SYS,HAY030220,28/01/2023,12.95,1,10.14,12.95,0.00,12% GST
,R/15757,30/10/2020,AMLA JUICE,500 ML,3004,NUTRA,-,/  /,195.00,1,137.92,195.00,0.00,12% GST
,R/9447,19/08/2020,AMLA MURABBA,100 GM,3004,AYU,NEW.,/  /,60.00,1,46.07,60.00,0.00,12% GST
,R/9459,19/08/2020,AMLAPITTANASHAK KADHA,200 ML,3004,SHREE,228,/  /,86.00,1,61.00,86.00,0.00,12% GST
,R/9459,19/08/2020,AMLAPITTANASHAK KADHA,400 ML,3004,AYU,227,/  /,156.00,1,110.62,156.00,0.00,12% GST
,00689521,16/12/2020,AMLODAC 5,30 TAB,3004,CADIL,I003323,28/07/2022,87.29,2,67.74,87.29,0.00,12% GST
,EPL/61695,08/02/2021,AMLODAC 5,30 TAB,3004,CADIL,BRW1344,31/10/2022,87.29,3,68.43,87.29,0.00,12% GST
27AAACE7630H1ZQ,EPL/12918,04/05/2021,AMLODAC M,15 TAB,3004,ZYD,I100243,31/12/2022,153.30,2,109.50,153.30,12.00,12% GST
27AAACE7630H1ZQ,EPL/17819,21/05/2021,AMLODAC M,15 TAB,3004,ZYD,I100243,31/12/2022,153.30,2,109.50,153.30,12.00,12% GST
,,/  /,AMLOGARD 10,30 TAB,3004,PFIZE,EC5846,31/07/2023,5.55,2,4.44,5.55,0.00,12% GST
,00625575,24/08/2020,AMLOKIND 2.5,30 TAB,3004,MANKI,J1AFT002,28/05/2022,29.47,1,22.62,29.47,0.00,12% GST
,00625575,24/08/2020,AMLOKIND 5,10 TAB,3004,MANKI,B0IAT070,28/04/2023,13.27,2,10.19,13.27,0.00,12% GST
,S/78249,18/12/2020,AMLOKIND AT,10 TAB,3004,MANKI,A9IAT172,31/05/2022,25.58,4,18.20,25.58,0.00,12% GST
,00724679,18/02/2021,AMLOKIND AT,10 TAB,3004,MANKI,A9IAT261,28/10/2022,27.10,1,21.68,27.10,0.00,12% GST
,00740234,16/03/2021,AMLOKIND AT,10 TAB,3004,MANKI,A9IAT236,28/09/2022,25.58,9,20.46,25.58,0.00,12% GST
,00625575,24/08/2020,AMLOKIND H,10 TAB,3004,MANKI,A3AGT009,28/03/2022,28.97,1,22.24,28.97,0.00,12% GST
,00677425,25/11/2020,AMLOKIND TM,10T,3004,MANKI,G6HPS005,28/04/2021,52.10,3,40.00,52.10,0.00,12% GST
,00625591,24/08/2020,AMLOPIN 10,10 TAB,3004,USV L,48013906,28/05/2022,56.56,1,43.44,56.56,0.00,12% GST
27AAFFM7699Q1Z3,00782412,27/05/2021,AMLOPIN 10,10 TAB,3004,USV L,48014182,28/08/2022,56.56,1,40.40,56.56,12.00,12% GST
27AAFFM7699Q1Z3,00782412,27/05/2021,AMLOPIN 10,10 TAB,3004,USV L,48015318,31/08/2022,56.56,3,40.40,56.56,12.00,12% GST
,EPL/61695,08/02/2021,AMLOPIN 2.5,10 TAB,3004,USV L,48015004,30/06/2021,18.48,9,14.49,18.48,0.00,12% GST
,00625591,24/08/2020,AMLOPIN 5,10 TAB,3004,USV L,48013834,28/05/2022,29.12,2,22.37,29.12,0.00,12% GST
,EPL/64963,18/02/2021,AMLOPIN 5,10 TAB,3004,USV L,48014947,31/12/2022,29.12,2,22.83,29.12,0.00,12% GST
,GTEHHY/210148652,11/03/2021,AMLOPIN 5,10 TAB,3004,USV L,48014947,01/12/2022,29.12,3,20.59,29.12,0.00,12% GST
27AAACE7630H1ZQ,EPL/12970,03/05/2021,AMLOPIN 5,10 TAB,3004,USV L,48015256,31/07/2022,29.12,5,20.80,29.12,12.00,12% GST
,00625591,24/08/2020,AMLOPIN AT,10 TAB,3004,USV L,28020235,31/12/2021,70.94,1,54.48,70.94,0.00,12% GST
,RDD/21772,25/12/2020,AMLOPIN AT,10 TAB,3004,USV L,28021063,31/07/2022,77.75,1,58.22,77.75,0.00,12% GST
,00720086,09/02/2021,AMLOPIN AT,10 TAB,3004,USV L,28021446,28/11/2022,77.75,3,60.35,77.75,0.00,12% GST
,IDB20311212,09/02/2021,AMLOPIN AT,10 TAB,3004,USV L,28021446,01/11/4022,77.75,5,60.98,77.75,0.00,12% GST
,EPL/62881,12/02/2021,AMLOPIN AT,10 TAB,3004,USV L,28021446,30/11/2022,77.75,10,60.96,77.75,0.00,12% GST
27AAFFM7699Q1Z3,00781096,21/05/2021,AMLOPIN M,10 TAB,3004,USV L,TF20L354,31/05/2022,107.75,3,76.97,107.75,12.00,12% GST
,00625591,24/08/2020,AMLOPIN M 25,10 TAB,3004,USV L,TF20B066,31/07/2021,78.64,1,60.40,78.64,0.00,12% GST
,EPL/63150,12/02/2021,AMLOPIN M 25,10 TAB,3004,USV L,TF201281,28/02/2022,86.00,7,67.44,86.00,0.00,12% GST
,EPL/71154,09/03/2021,AMLOPIN M 25,10 TAB,3004,USV L,TF201281,28/02/2022,86.00,2,67.40,86.00,0.00,12% GST
,00625557,24/08/2020,AMLOSAFE 2.5,10 TAB,3004,OTS,SPD200437,28/03/2022,18.39,1,14.13,18.39,0.00,12% GST
,00625558,24/08/2020,AMLOSAFE 5,10 TAB,3004,OTS,SPD200541,28/03/2022,28.01,1,21.51,28.01,0.00,12% GST
,EPL/77212,27/03/2021,AMLOSAFE AT,10 TAB,3004,OTS,SPM201618,30/11/2022,62.40,4,48.93,62.40,0.00,12% GST
,RDD/15447,11/11/2020,AMLOVAS 2.5,15 TAB,3004,MACLE,KAA2008A,31/07/2024,27.72,5,20.75,27.72,0.00,12% GST
,S/87416,06/01/2021,AMLOVAS 5,15 TAB,3004,MACLE,KAB2017A,31/03/2024,43.64,3,33.86,43.64,0.00,12% GST
